9.0,-9.61,0.47,-2.85,-4.09,10.61,0.12
9.0,-9.62,0.39,-2.96,-4.21,11.34,-0.24
9.0,-9.57,0.43,-2.93,0.73,8.29,-2.2
9.0,-9.52,0.4,-2.95,3.6,10.12,-0.3
9.0,-9.51,0.36,-3.04,0.49,2.01,-4.33
9.0,-9.55,0.35,-3.07,-3.35,2.13,-6.46
9.0,-9.52,0.37,-3.01,-3.23,-1.89,-6.1
9.0,-9.62,0.41,-2.89,2.26,-0.61,-5.79
9.0,-9.62,0.42,-2.92,2.56,3.84,-1.71
9.0,-9.67,0.33,-3.02,-0.85,4.57,-1.34
9.0,-9.61,0.44,-2.85,1.16,7.32,-2.38
9.0,-9.63,0.38,-2.97,4.63,7.01,-3.35
9.0,-9.61,0.36,-2.95,0.85,7.07,-0.43
9.0,-9.5,0.35,-2.82,-4.15,1.59,-2.68
9.0,-9.59,0.4,-2.97,-1.77,0.12,-2.07
9.0,-9.54,0.37,-2.82,2.07,0.73,-0.61
9.0,-9.65,0.37,-2.91,-0.55,3.41,-1.46
9.0,-9.63,0.41,-2.97,-3.05,5.73,-3.23
9.0,-9.57,0.42,-2.89,-0.12,5.61,-2.5
9.0,-9.6,0.36,-2.86,3.72,5.61,1.28
9.0,-9.57,0.37,-2.88,1.34,6.4,-2.01
9.0,-9.56,0.38,-2.94,-5.06,8.29,-3.6
9.0,-9.51,0.5,-2.92,-1.22,4.39,-2.07
9.0,-9.59,0.31,-2.88,7.8,-3.96,-5.85
7.0,-9.55,0.37,-2.91,5.91,-4.45,-2.93
9.0,-9.57,0.36,-2.92,-0.91,-2.44,-7.26
9.0,-9.62,0.36,-2.91,-1.89,2.26,-5.61
9.0,-9.68,0.42,-2.95,4.21,6.65,-1.65
9.0,-9.58,0.42,-2.89,3.48,9.94,0.12
9.0,-9.59,0.38,-2.98,-2.01,7.2,-3.54
9.0,-9.55,0.41,-2.98,1.77,2.26,-6.83
9.0,-9.57,0.3,-2.89,6.83,1.77,-6.52
9.0,-9.54,0.3,-2.97,2.56,-0.06,-3.54
9.0,-9.6,0.38,-2.97,1.65,-0.06,-5.67
9.0,-9.6,0.4,-2.89,5.67,3.23,-6.46
9.0,-9.66,0.43,-2.8,9.94,2.13,-3.23
9.0,-9.63,0.38,-2.97,13.11,5.49,-3.41
9.0,-9.58,0.24,-2.94,13.23,3.23,-9.57
9.0,-9.58,0.21,-2.95,2.13,1.59,-9.21
7.0,-9.53,0.28,-2.92,-6.22,6.04,-5.55
9.0,-9.46,0.3,-2.95,-8.66,5.49,-5.37
9.0,-9.54,0.24,-3.04,-21.28,7.13,-6.71
9.0,-9.43,0.38,-2.88,-31.83,4.45,-17.32
9.0,-9.52,0.49,-2.83,-15.37,-12.01,-16.52
9.0,-9.73,0.47,-2.91,3.96,-20.79,-7.32
9.0,-9.71,0.36,-2.69,21.04,-9.45,-11.1
9.0,-9.64,0.2,-2.79,28.41,-9.02,-15.3
9.0,-9.91,0.09,-2.92,15.61,1.65,4.51
9.0,-9.8,0.18,-2.99,9.33,31.4,7.07
9.0,-9.57,0.12,-3.01,0.49,42.99,13.72
7.0,-9.49,0.24,-3.06,-13.6,33.29,17.2
9.0,-9.63,0.34,-3.05,-18.78,27.01,24.33
9.0,-9.41,0.47,-2.99,1.16,23.23,24.51
9.0,-9.38,0.4,-3.03,12.38,10.98,18.72
9.0,-9.44,0.41,-3.04,12.8,1.46,21.4
