9.0,-9.11,0.46,-4.55,-2.2,5.37,0.3
9.0,-9.07,0.42,-4.53,-1.52,3.17,3.29
9.0,-8.97,0.43,-4.5,-3.17,1.52,-1.16
9.0,-9.08,0.51,-4.54,-5.18,1.89,-4.39
9.0,-9.01,0.48,-4.52,-4.02,1.4,-2.5
2.0,-9.12,0.46,-4.55,-0.3,2.38,0.0
9.0,-9.01,0.38,-4.43,-1.89,2.74,-2.44
9.0,-9.05,0.44,-4.4,0.79,1.77,-3.41
1.0,-9.08,0.46,-4.49,-1.1,1.1,-4.39
1.0,-9.1,0.4,-4.52,-0.98,4.88,0.06
1.0,-9.08,0.42,-4.51,-2.68,4.51,2.56
9.0,-9.1,0.43,-4.49,-0.55,6.1,-2.2
9.0,-9.08,0.42,-4.53,1.28,7.74,-5.91
9.0,-9.05,0.46,-4.5,-0.12,0.98,-4.45
9.0,-9.04,0.4,-4.38,-3.41,-4.63,3.17
9.0,-9.04,0.42,-4.47,-5.12,0.55,0.0
9.0,-9.08,0.47,-4.46,-7.5,3.11,-8.66
9.0,-9.16,0.46,-4.49,-0.85,-3.17,-4.82
9.0,-9.08,0.44,-4.54,0.91,-1.71,-1.22
9.0,-9.1,0.44,-4.52,-0.12,4.94,-3.6
9.0,-9.03,0.44,-4.42,-5.49,10.06,-2.26
9.0,-9.08,0.46,-4.49,-0.55,8.6,-9.27
9.0,-9.09,0.41,-4.4,0.18,5.85,0.91
9.0,-9.08,0.38,-4.46,-0.61,4.45,4.63
1.0,-9.05,0.43,-4.47,-3.96,5.49,-2.32
9.0,-9.09,0.48,-4.48,-2.68,9.82,-6.59
9.0,-9.09,0.45,-4.51,0.43,8.23,-0.06
9.0,-9.04,0.42,-4.46,-1.22,5.61,5.0
9.0,-9.07,0.44,-4.51,-2.26,7.68,4.57
9.0,-9.05,0.43,-4.48,-5.06,7.8,0.61
9.0,-9.05,0.49,-4.48,-4.88,4.15,-1.04
9.0,-9.09,0.55,-4.39,-3.35,3.35,-1.1
9.0,-9.06,0.51,-4.58,1.83,4.45,-0.43
9.0,-9.01,0.48,-4.52,1.4,2.74,-1.34
9.0,-9.06,0.48,-4.46,1.65,7.13,-1.65
9.0,-9.05,0.49,-4.5,0.24,6.04,-4.94
9.0,-9.02,0.45,-4.5,-0.91,3.9,-1.65
9.0,-9.09,0.4,-4.56,-2.5,4.45,2.87
9.0,-9.08,0.46,-4.54,-3.05,5.12,3.72
9.0,-9.0,0.52,-4.46,-6.34,5.85,-0.12
9.0,-9.04,0.49,-4.61,-3.78,7.56,-6.59
9.0,-9.01,0.42,-4.55,0.85,7.99,-4.21
4.0,-9.05,0.43,-4.55,3.29,2.2,-0.73
2.0,-9.03,0.41,-4.54,-2.38,-0.49,7.56
2.0,-8.99,0.42,-4.46,-5.24,3.23,-3.84
2.0,-9.04,0.5,-4.49,-5.67,3.6,-10.06
9.0,-9.11,0.41,-4.46,-1.83,-0.49,-1.28
9.0,-9.05,0.45,-4.43,-2.01,1.22,2.13
9.0,-9.04,0.44,-4.46,-1.16,4.09,-1.16
9.0,-9.01,0.48,-4.51,-2.5,10.55,-1.59
4.0,-9.09,0.52,-4.5,2.68,9.76,-9.82
4.0,-9.1,0.38,-4.56,2.99,3.66,-0.67
4.0,-9.07,0.41,-4.53,-0.61,-0.37,4.7
4.0,-8.99,0.47,-4.51,-3.35,2.32,-2.2
4.0,-9.07,0.46,-4.58,-3.41,3.29,-7.01
4.0,-9.06,0.42,-4.58,-2.8,3.29,1.83
4.0,-9.09,0.45,-4.48,-2.2,2.87,7.32
4.0,-9.04,0.43,-4.48,-4.63,1.95,1.77
4.0,-9.06,0.51,-4.46,-10.18,1.83,-4.27
4.0,-9.08,0.48,-4.55,-8.78,-1.59,-2.68
4.0,-9.1,0.56,-4.54,-1.95,-0.55,-0.79
4.0,-9.1,0.54,-4.56,0.12,1.77,-2.2
4.0,-9.12,0.44,-4.48,-0.67,6.4,-2.87
9.0,-9.07,0.45,-4.44,-0.85,4.39,-2.99
9.0,-9.07,0.44,-4.59,-1.46,4.88,-1.65
9.0,-9.04,0.41,-4.49,-1.34,6.22,0.61
9.0,-9.12,0.36,-4.57,-3.72,5.67,0.49
4.0,-9.06,0.51,-4.53,-4.15,4.57,1.16
4.0,-9.03,0.44,-4.49,-4.09,5.06,2.56
4.0,-9.02,0.41,-4.49,-4.02,5.12,1.65
4.0,-8.98,0.56,-4.55,-4.57,3.66,-0.18
4.0,-9.04,0.55,-4.46,-4.45,5.98,-4.09
4.0,-9.02,0.46,-4.52,-0.73,8.6,-0.85
4.0,-9.08,0.49,-4.52,1.89,0.67,5.06
4.0,-9.05,0.47,-4.5,-2.32,-1.65,8.6
4.0,-9.03,0.42,-4.54,-7.38,2.62,-3.29
4.0,-9.1,0.51,-4.5,-8.96,6.46,-5.49
4.0,-9.01,0.54,-4.44,-8.29,3.35,2.5
4.0,-9.05,0.48,-4.49,-3.05,2.62,4.09
4.0,-9.01,0.49,-4.49,-2.38,2.93,-0.79
4.0,-9.0,0.57,-4.47,-2.26,11.22,-3.54
4.0,-9.07,0.47,-4.54,0.49,10.85,-8.29
4.0,-9.08,0.45,-4.52,1.34,6.34,2.44
4.0,-8.99,0.41,-4.52,-0.18,5.3,1.83
4.0,-9.07,0.52,-4.58,-2.26,9.63,-8.84
4.0,-9.1,0.45,-4.61,-1.71,12.07,-7.13
4.0,-9.09,0.45,-4.52,1.59,14.27,-3.11
1.0,-9.01,0.38,-4.63,2.38,14.33,-1.52
1.0,-8.94,0.37,-4.65,-2.07,9.94,0.43
1.0,-9.0,0.41,-4.51,-5.18,6.83,-2.07
1.0,-9.0,0.42,-4.56,-6.22,1.1,-1.71
1.0,-9.1,0.5,-4.56,-8.96,-0.37,0.49
1.0,-9.06,0.52,-4.51,-9.02,0.49,-1.22
1.0,-9.07,0.59,-4.48,-5.61,1.83,-5.49
1.0,-9.06,0.53,-4.56,-3.29,2.87,-2.62
1.0,-9.09,0.52,-4.54,2.99,3.17,-6.1
1.0,-9.04,0.46,-4.6,4.7,4.82,-5.49
1.0,-9.01,0.48,-4.61,1.4,6.59,-6.59
1.0,-9.11,0.43,-4.56,1.16,8.17,-3.29
9.0,-9.07,0.5,-4.57,-1.1,10.18,-0.73
9.0,-9.01,0.44,-4.58,0.37,7.56,-5.85
9.0,-9.09,0.44,-4.59,-1.46,7.26,-9.76
5.0,-9.03,0.43,-4.57,-0.98,2.68,-9.76
5.0,-9.08,0.45,-4.56,-3.29,-1.95,2.8
5.0,-9.09,0.37,-4.56,-5.12,-0.06,2.74
5.0,-9.0,0.48,-4.53,-7.32,3.66,-4.76
5.0,-9.08,0.5,-4.56,-7.26,3.41,-4.57
5.0,-9.1,0.44,-4.45,-2.07,4.88,-0.85
5.0,-9.04,0.48,-4.6,-2.26,8.35,0.85
5.0,-9.06,0.45,-4.54,-4.21,11.28,0.55
5.0,-8.99,0.52,-4.48,0.37,10.67,-8.66
5.0,-9.08,0.37,-4.5,0.18,6.65,-5.91
5.0,-9.1,0.4,-4.65,-1.65,4.21,-0.79
5.0,-8.99,0.43,-4.53,-5.3,4.45,-4.88
5.0,-9.03,0.48,-4.63,-6.65,4.39,-9.7
5.0,-9.07,0.42,-4.57,-5.67,5.12,-4.15
5.0,-9.01,0.49,-4.47,-5.12,0.49,0.3
5.0,-9.04,0.41,-4.53,-6.34,-0.24,4.51
5.0,-9.1,0.51,-4.57,-8.6,2.07,2.07
5.0,-8.96,0.5,-4.55,-10.61,3.41,-5.06
5.0,-9.05,0.5,-4.52,-6.16,0.79,-5.0
5.0,-9.08,0.47,-4.63,-3.96,0.61,2.13
5.0,-9.09,0.48,-4.47,-2.99,1.89,-0.12
5.0,-9.04,0.44,-4.56,-4.33,4.02,-7.26
5.0,-9.06,0.44,-4.6,-7.93,5.61,-7.2
5.0,-9.12,0.49,-4.6,-7.56,6.77,-0.79
9.0,-9.12,0.46,-4.53,-3.29,8.11,0.43
9.0,-9.03,0.47,-4.52,-4.57,7.2,1.89
2.0,-9.03,0.45,-4.56,-6.1,5.06,0.24
9.0,-9.06,0.52,-4.56,-5.91,7.07,0.49
8.0,-9.07,0.46,-4.56,-4.27,9.94,-1.59
9.0,-9.04,0.51,-4.55,-4.45,9.27,-4.51
5.0,-9.06,0.47,-4.56,-1.46,10.85,-4.33
9.0,-9.0,0.43,-4.51,-1.4,6.89,-4.09
4.0,-9.0,0.42,-4.62,-6.65,4.02,1.95
1.0,-8.97,0.4,-4.65,-12.99,7.87,-3.96
9.0,-8.99,0.46,-4.57,-15.49,10.0,-11.65
9.0,-8.98,0.35,-4.69,-26.83,8.72,-21.04
2.0,-8.95,0.38,-4.62,-43.48,2.38,-27.74
9.0,-9.07,0.44,-4.65,-45.24,1.89,-27.74
9.0,-9.01,0.52,-4.6,-39.94,7.8,-26.16
9.0,-9.12,0.54,-4.55,-28.11,8.48,-22.2
9.0,-9.05,0.48,-4.63,-24.15,4.02,-13.23
9.0,-9.08,0.48,-4.63,-27.8,8.35,-12.99
9.0,-8.89,0.5,-4.51,-25.12,2.87,-15.98
9.0,-8.98,0.47,-4.6,-19.15,-3.05,-14.76
1.0,-8.98,0.47,-4.52,-11.22,-0.98,-8.9
9.0,-9.15,0.4,-4.56,-5.49,-4.39,-5.12
9.0,-9.04,0.42,-4.59,-5.98,3.66,9.45
9.0,-8.83,0.43,-4.34,-7.2,1.52,7.32
9.0,-9.07,0.46,-4.59,-5.55,-28.78,2.56
9.0,-8.98,0.45,-4.54,-15.0,8.05,-3.96
9.0,-9.02,0.44,-4.6,-26.28,4.27,-15.37
9.0,-9.01,0.49,-4.5,-24.33,8.48,-13.78
1.0,-8.92,0.45,-4.45,-17.74,-1.77,-23.48
0.0,-9.26,0.44,-4.58,-18.23,-2.13,-23.78
9.0,-9.32,0.4,-4.55,-22.56,17.26,-16.59
9.0,-9.18,0.44,-4.55,-24.09,33.54,-7.13
9.0,-8.82,0.4,-4.56,-28.05,25.3,-12.38
9.0,-9.03,0.37,-4.65,-37.32,6.89,-23.6
9.0,-9.01,0.31,-4.66,-47.62,16.71,-29.94
9.0,-8.93,0.36,-4.56,-58.17,6.1,-25.12
9.0,-8.99,0.52,-4.59,-58.05,-3.17,-23.84
9.0,-9.0,0.51,-4.56,-46.34,6.65,-23.84
9.0,-9.08,0.41,-4.43,-40.24,1.1,-27.32
9.0,-9.12,0.42,-4.64,-38.66,-0.61,-25.06
9.0,-8.99,0.42,-4.54,-36.65,1.59,-22.2
9.0,-9.11,0.48,-4.61,-31.16,4.15,-6.95
2.0,-9.1,0.46,-4.54,-20.18,6.04,-13.78
2.0,-9.03,0.42,-4.57,-14.94,1.71,-11.77
2.0,-9.05,0.37,-4.58,-15.79,1.46,-8.54
2.0,-9.07,0.35,-4.62,-23.23,4.27,-11.59
2.0,-9.04,0.36,-4.52,-25.37,10.73,-16.83
2.0,-9.06,0.34,-4.65,-32.56,9.7,-20.18
2.0,-9.04,0.44,-4.59,-34.51,13.05,-16.46
2.0,-9.01,0.41,-4.64,-37.8,12.01,-13.23
2.0,-8.98,0.42,-4.59,-37.01,7.56,-16.4
2.0,-9.06,0.42,-4.63,-36.4,10.3,-17.5
2.0,-9.08,0.36,-4.59,-36.83,10.55,-19.57
2.0,-8.99,0.41,-4.57,-34.15,5.0,-20.43
2.0,-9.07,0.47,-4.6,-29.45,7.2,-18.78
2.0,-9.04,0.42,-4.55,-28.35,9.57,-18.66
2.0,-8.97,0.38,-4.59,-26.95,8.41,-18.48
2.0,-9.15,0.39,-4.63,-21.83,10.67,-12.2
2.0,-9.07,0.36,-4.69,-27.13,11.34,-13.29
2.0,-9.06,0.37,-4.72,-32.99,12.2,-16.22
2.0,-9.03,0.28,-4.55,-36.65,15.73,-18.17
2.0,-9.05,0.36,-4.65,-40.06,12.56,-25.06
2.0,-9.04,0.31,-4.66,-35.98,6.95,-25.49
2.0,-9.2,0.23,-4.74,-39.45,-0.3,-16.52
2.0,-8.88,0.28,-4.51,-45.61,13.41,-3.66
2.0,-8.87,0.26,-4.57,-51.89,13.35,-20.98
9.0,-9.12,0.41,-4.62,-57.68,5.43,-16.22
9.0,-9.08,0.5,-4.63,-54.57,11.95,-6.59
9.0,-9.13,0.62,-4.52,-36.52,16.71,1.4
9.0,-8.93,0.71,-4.55,-10.18,16.34,11.77
9.0,-8.96,0.7,-4.63,24.21,7.07,19.39
9.0,-9.05,0.78,-4.48,63.23,-0.12,56.16
9.0,-9.14,0.76,-4.6,114.21,-27.44,96.28
9.0,-8.98,0.6,-4.51,140.73,-47.2,117.13
2.0,-8.85,0.6,-4.5,148.35,-46.34,134.02
9.0,-8.99,0.58,-4.59,146.04,-45.61,103.54
2.0,-8.94,0.48,-4.56,138.78,-37.13,71.22
2.0,-9.04,0.51,-4.65,120.91,-32.13,55.91
2.0,-9.05,0.48,-4.53,89.57,-20.43,45.67
2.0,-9.13,0.44,-4.51,55.98,-2.13,35.49
2.0,-9.11,0.56,-4.53,30.73,8.41,16.16
2.0,-9.04,0.64,-4.43,17.32,11.04,2.07
2.0,-9.06,0.64,-4.6,11.83,16.83,-2.07
2.0,-9.07,0.63,-4.57,10.55,21.28,-4.82
2.0,-8.92,0.6,-4.53,11.28,11.59,-6.59
2.0,-8.96,0.56,-4.47,9.51,-0.85,0.18
2.0,-9.04,0.58,-4.52,5.91,-13.11,5.43
2.0,-9.0,0.57,-4.49,-1.4,-19.27,4.27
9.0,-9.16,0.59,-4.52,-7.62,-15.91,3.78
9.0,-9.14,0.76,-4.44,-7.26,-3.78,3.17
9.0,-9.13,0.8,-4.5,2.01,11.65,3.35
9.0,-9.09,0.78,-4.49,11.22,10.24,-2.38
9.0,-9.0,0.65,-4.43,9.51,-4.82,-6.59
9.0,-9.05,0.57,-4.47,0.73,-6.83,-13.05
9.0,-9.05,0.57,-4.55,-4.39,-4.27,-24.39
9.0,-9.04,0.53,-4.54,-8.17,-0.43,-17.26
9.0,-9.09,0.66,-4.46,-10.18,0.79,-9.27
2.0,-9.08,0.57,-4.45,-6.22,3.29,-3.84
9.0,-8.98,0.64,-4.57,-3.9,1.28,-3.54
9.0,-9.04,0.62,-4.52,-2.32,-4.7,-8.05
9.0,-9.09,0.53,-4.4,-2.38,-7.56,0.18
0.0,-9.1,0.55,-4.38,-4.7,-6.71,8.11
0.0,-9.1,0.58,-4.46,-7.5,-1.28,-0.85
9.0,-9.15,0.62,-4.44,-8.72,5.18,-9.76
9.0,-9.1,0.62,-4.37,-7.5,10.79,-5.61
1.0,-9.1,0.62,-4.45,-8.96,14.39,3.29
0.0,-9.03,0.59,-4.52,-13.6,8.84,3.96
